kinase	kinase_group	foreground_set_hits	foreground_set_size	background_set_hits	background_set_size	enrichment_value	enrichment_value_log2	p_value	adjusted_p_value	p_value_log10_abs	adjusted_p_value_log10_abs
BIKE	Other	154	1982	359	4155	0.8992773400717882	-0.1531619786569313	0.8855958374869598	0.9999999994690388	0.05276443341286189	2.3059350365869304e-10
NEK4	Other	80	1982	195	4155	0.8600481254366219	-0.21751070439102965	0.8911974084439073	0.9999999994690388	0.05002608507446106	2.3059350365869304e-10
GCN2	Other	91	1982	221	4155	0.8632100670742566	-0.21221640472151648	0.899716399412559	0.9999999994690388	0.04589436342714434	2.3059350365869304e-10
TGFBR2	TKL	106	1982	255	4155	0.8714311153321066	-0.1985414678244401	0.9016031456789412	0.9999999994690388	0.04498458171281195	2.3059350365869304e-10
PLK1	Other	101	1982	244	4155	0.8677585978726573	-0.2046343403398727	0.9030014355597077	0.9999999994690388	0.04431155925995609	2.3059350365869304e-10
CDK3	CMGC	74	1982	183	4155	0.8477113695389655	-0.23835495818387387	0.9032423870739704	0.9999999994690388	0.04419569017034594	2.3059350365869304e-10
CDK4	CMGC	84	1982	206	4155	0.8548293868113996	-0.22629158993323947	0.9052811705300366	0.9999999994690388	0.043216512679263554	2.3059350365869304e-10
YSK4	STE	64	1982	161	4155	0.8333385563236834	-0.26302536364339824	0.909587363676342	0.9999999994690388	0.041155581657784164	2.3059350365869304e-10
ICK	CMGC	57	1982	145	4155	0.8240892167437976	-0.27912756137897404	0.9105836106920142	0.9999999994690388	0.04068017068725733	2.3059350365869304e-10
MPSK1	Other	94	1982	230	4155	0.8567762032202869	-0.2230096847955192	0.9139872652428404	0.9999999994690388	0.03905985533103983	2.3059350365869304e-10
TAO3	STE	40	1982	106	4155	0.7910820021704777	-0.3381008452046181	0.9163329805391975	0.9999999994690388	0.03794668208235175	2.3059350365869304e-10
DYRK1B	CMGC	120	1982	289	4155	0.8704639331841243	-0.20014357242094152	0.9167444285987296	0.9999999994690388	0.037751720730523755	2.3059350365869304e-10
NEK5	Other	81	1982	201	4155	0.8448047351536968	-0.243310173823085	0.9170670247379261	0.9999999994690388	0.03759892233423648	2.3059350365869304e-10
PKCE	AGC	11	1982	35	4155	0.6588582960934122	-0.6019598838364505	0.9192069844702997	0.9999999994690388	0.03658668437918593	2.3059350365869304e-10
MAP3K15	STE	86	1982	213	4155	0.8464206023223092	-0.2405533510525217	0.920762584278222	0.9999999994690388	0.03585233682793108	2.3059350365869304e-10
MST2	STE	89	1982	220	4155	0.848075864599578	-0.23773476808704327	0.921783633350168	0.9999999994690388	0.03537100722127407	2.3059350365869304e-10
ULK1	Other	104	1982	254	4155	0.8583551173156837	-0.22035345415985497	0.9219259508246578	0.9999999994690388	0.035303960117432344	2.3059350365869304e-10
TAO1	STE	38	1982	102	4155	0.7809995844957559	-0.35660631405669146	0.9225087642326141	0.9999999994690388	0.035029499163718496	2.3059350365869304e-10
TNIK	STE	55	1982	142	4155	0.8119732522277966	-0.3004958915088039	0.9225511294039889	0.9999999994690388	0.03500955513889887	2.3059350365869304e-10
CDK6	CMGC	83	1982	207	4155	0.8405723979584375	-0.25055601168118186	0.9255721850439215	0.9999999994690388	0.03358970511880423	2.3059350365869304e-10
CK1G2	CK1	136	1982	327	4155	0.8718836500985938	-0.19779246977652437	0.9273496007428793	0.9999999994690388	0.03275651067660915	2.3059350365869304e-10
PRPK	Other	123	1982	299	4155	0.862385212734004	-0.2135956543876465	0.9325047547267604	0.9999999994690388	0.030348945099617376	2.3059350365869304e-10
HIPK2	CMGC	107	1982	263	4155	0.8528946833286652	-0.22956048841993668	0.932969870652125	0.9999999994690388	0.030132381141824777	2.3059350365869304e-10
GRK1	AGC	123	1982	301	4155	0.8566550784301237	-0.2232136569492434	0.9408765555287492	0.9999999994690388	0.026467352948377397	2.3059350365869304e-10
P38G	CMGC	109	1982	270	4155	0.8463112456553427	-0.24073975780268564	0.9436350405892215	0.9999999994690388	0.025195940558814425	2.3059350365869304e-10
TAO2	STE	48	1982	129	4155	0.7800436486518199	-0.3583732402308793	0.9442653485072582	0.9999999994690388	0.02490594722817558	2.3059350365869304e-10
NEK7	Other	90	1982	228	4155	0.8275134101651707	-0.27314540336384846	0.9492476284091668	0.9999999994690388	0.02262047922382371	2.3059350365869304e-10
GSK3B	CMGC	112	1982	279	4155	0.8415524668250817	-0.24887487530036476	0.9517933278169546	0.9999999994690388	0.02145734398192977	2.3059350365869304e-10
CDK16	CMGC	99	1982	250	4155	0.8301614530776993	-0.26853615011125875	0.954253208539245	0.9999999994690388	0.020336371123640753	2.3059350365869304e-10
BRAF	TKL	139	1982	341	4155	0.8545309545439749	-0.22679534182944647	0.954445700047054	0.9999999994690388	0.0202487742799877	2.3059350365869304e-10
ALK4	TKL	159	1982	386	4155	0.8635295378614787	-0.21168256751250641	0.9544647422561677	0.9999999994690388	0.02024010972856784	2.3059350365869304e-10
PINK1	Other	120	1982	298	4155	0.8441747539939997	-0.2443864103824244	0.9544981998198933	0.9999999994690388	0.02022488634734326	2.3059350365869304e-10
MEKK1	STE	77	1982	200	4155	0.8071014127144298	-0.30917813460860477	0.9572038957711064	0.9999999994690388	0.01899554249858012	2.3059350365869304e-10
NEK8	Other	64	1982	170	4155	0.7892206327536059	-0.3414994216664833	0.9588997605402048	0.9999999994690388	0.018226789825773183	2.3059350365869304e-10
DSTYK	TKL	118	1982	295	4155	0.8385469223007063	-0.2540365804161438	0.9593046122570311	0.9999999994690388	0.018043467473149125	2.3059350365869304e-10
CDKL1	CMGC	43	1982	120	4155	0.7511982845610494	-0.41273432643520197	0.9593741686031103	0.9999999994690388	0.01801197920361895	2.3059350365869304e-10
MST1	STE	94	1982	242	4155	0.8142914328126695	-0.29638287112573836	0.9654214345350894	0.9999999994690388	0.015283063092454805	2.3059350365869304e-10
MEKK3	STE	82	1982	215	4155	0.7995447398681154	-0.3227493305001579	0.9679951030592697	0.9999999994690388	0.014126839716107077	2.3059350365869304e-10
DYRK2	CMGC	113	1982	289	4155	0.8196868704150504	-0.2868552056142723	0.9731134327347629	0.9999999994690388	0.011836532455763875	2.3059350365869304e-10
TLK2	Other	87	1982	229	4155	0.7964364873380071	-0.328368777776997	0.973879343626471	0.9999999994690388	0.011494845629705718	2.3059350365869304e-10
VRK2	CK1	128	1982	324	4155	0.8281944911611915	-0.27195848841340603	0.9742244360568844	0.9999999994690388	0.011340981403984539	2.3059350365869304e-10
NEK11	Other	64	1982	175	4155	0.7666714718177887	-0.38331959736111004	0.9747234467842005	0.9999999994690388	0.011118586939845446	2.3059350365869304e-10
LRRK2	TKL	80	1982	213	4155	0.7873680021602877	-0.3448900108672572	0.9748761713323493	0.9999999994690388	0.011050544837219352	2.3059350365869304e-10
CK1A	CK1	123	1982	314	4155	0.8211884669027619	-0.28421472908116824	0.9769862137425471	0.9999999994690388	0.010111564569641525	2.3059350365869304e-10
CDK5	CMGC	97	1982	254	4155	0.8005812151886664	-0.32088033011381967	0.9773547022717153	0.9999999994690388	0.009947793207698013	2.3059350365869304e-10
GRK5	AGC	135	1982	342	4155	0.8275134101651707	-0.27314540336384846	0.9777875179784293	0.9999999994690388	0.00975551105632238	2.3059350365869304e-10
CDK17	CMGC	93	1982	245	4155	0.7957639160608744	-0.32958761342332055	0.9780229090310646	0.9999999994690388	0.009650972258153883	2.3059350365869304e-10
STK33	CAMK	64	1982	177	4155	0.7580085173339718	-0.39971403561177893	0.9793840754556592	0.9999999994690388	0.009046961781921076	2.3059350365869304e-10
HRI	Other	114	1982	295	4155	0.8101216029006824	-0.30378961561324336	0.9800257659168257	0.9999999994690388	0.008762506094853255	2.3059350365869304e-10
YSK1	STE	55	1982	157	4155	0.734396189913039	-0.4453695208957487	0.9829925911014765	0.9999999994690388	0.007449755469869998	2.3059350365869304e-10
CDK13	CMGC	98	1982	260	4155	0.7901692152448963	-0.33976645444202785	0.983576566728889	0.9999999994690388	0.007191826681557533	2.3059350365869304e-10
CAMKK2	Other	123	1982	319	4155	0.808317174318079	-0.3070065939544108	0.984582038614278	0.9999999994690388	0.00674809117331512	2.3059350365869304e-10
MLK2	TKL	63	1982	178	4155	0.741972698103153	-0.43056199299526277	0.9856338250100395	0.9999999994690388	0.006284400793345577	2.3059350365869304e-10
CK1D	CK1	110	1982	290	4155	0.7951738056299802	-0.3306578620190561	0.9861166998683275	0.9999999994690388	0.00607168636730566	2.3059350365869304e-10
NEK6	Other	87	1982	236	4155	0.7728133711881511	-0.37180803904189413	0.9862869647966197	0.9999999994690388	0.005996706665810136	2.3059350365869304e-10
TGFBR1	TKL	161	1982	408	4155	0.8272429809461627	-0.2736169493856597	0.9863938392191665	0.9999999994690388	0.005949648903683007	2.3059350365869304e-10
PKR	Other	89	1982	241	4155	0.7741771378087433	-0.3692643907923454	0.9866185767505505	0.9999999994690388	0.005850711594025168	2.3059350365869304e-10
BMPR2	TKL	137	1982	354	4155	0.8113059912090167	-0.30168195265125214	0.9875416481303292	0.9999999994690388	0.005444579578190676	2.3059350365869304e-10
MINK	STE	78	1982	216	4155	0.7570215270770265	-0.40159376883000164	0.9881354463714609	0.9999999994690388	0.005183521424537787	2.3059350365869304e-10
CDK18	CMGC	95	1982	257	4155	0.7749217667175788	-0.36787742639171156	0.9887015370003066	0.9999999994690388	0.004934790704551296	2.3059350365869304e-10
CHAK2	Alpha	86	1982	236	4155	0.7639304588756435	-0.3884867801885247	0.9891184955583637	0.9999999994690388	0.004751677174858751	2.3059350365869304e-10
HASPIN	Other	70	1982	198	4155	0.7411399565789072	-0.4321820886634244	0.9896323401036414	0.9999999994690388	0.004526120877861161	2.3059350365869304e-10
OSR1	STE	79	1982	220	4155	0.7527864416108614	-0.409687450876338	0.9899247226498261	0.9999999994690388	0.0043978294234490395	2.3059350365869304e-10
COT	STE	81	1982	225	4155	0.7546922300706358	-0.40603967386119355	0.9901240093093571	0.9999999994690388	0.004310408244922963	2.3059350365869304e-10
ALK2	TKL	172	1982	439	4155	0.8213557553287101	-0.2839208603620416	0.9912583723840744	0.9999999994690388	0.0038131315130804666	2.3059350365869304e-10
FAM20C	FAM20	175	1982	447	4155	0.8207254552719442	-0.2850283948797702	0.9919845796525382	0.9999999994690388	0.003495078877941778	2.3059350365869304e-10
CK1G3	CK1	117	1982	313	4155	0.7836261174854844	-0.3517626128779951	0.9922699871367014	0.9999999994690388	0.0033701444079444432	2.3059350365869304e-10
GRK4	AGC	108	1982	292	4155	0.7753687295246259	-0.36704554224532976	0.9924190511610145	0.9999999994690388	0.003304907303207173	2.3059350365869304e-10
VRK1	CK1	174	1982	446	4155	0.8178652717506889	-0.2900648896003578	0.9927490260161007	0.9999999994690388	0.003160530349237245	2.3059350365869304e-10
MEKK2	STE	90	1982	250	4155	0.7546922300706357	-0.4060396738611937	0.9930151157196612	0.9999999994690388	0.0030441406046442894	2.3059350365869304e-10
DYRK3	CMGC	81	1982	230	4155	0.7382858772430133	-0.4377485335885316	0.9941505161030642	0.9999999994690388	0.0025478576909050833	2.3059350365869304e-10
ULK2	Other	85	1982	240	4155	0.7424634207870837	-0.42960814499959815	0.9943436329821294	0.9999999994690388	0.0024635028083497003	2.3059350365869304e-10
IRE1	Other	71	1982	206	4155	0.7225343626620164	-0.46886189320731764	0.9943942038616802	0.9999999994690388	0.0024414157805557135	2.3059350365869304e-10
DYRK4	CMGC	135	1982	359	4155	0.7883275383746194	-0.34313292230100184	0.9944935492186839	0.9999999994690388	0.0023980295810897157	2.3059350365869304e-10
ERK7	CMGC	74	1982	214	4155	0.7249120589982743	-0.46412210630097833	0.9947901887372399	0.9999999994690388	0.0022685066734017788	2.3059350365869304e-10
MYO3A	STE	69	1982	202	4155	0.7160858618657022	-0.48179551150240696	0.9949534557031171	0.9999999994690388	0.0021972352382952378	2.3059350365869304e-10
PLK2	Other	111	1982	304	4155	0.7654499044027829	-0.38562013262226086	0.9952402693743759	0.9999999994690388	0.0020720598907349426	2.3059350365869304e-10
CAMKK1	Other	150	1982	396	4155	0.794078524905972	-0.33264641511251	0.9953707191776323	0.9999999994690388	0.002015139045701406	2.3059350365869304e-10
SRPK1	CMGC	82	1982	235	4155	0.7314983790282757	-0.4510734274756974	0.9955738096317035	0.9999999994690388	0.0019265368143885995	2.3059350365869304e-10
CLK2	CMGC	96	1982	269	4155	0.7481459529820429	-0.4186083473642492	0.9956316721653117	0.9999999994690388	0.0019012964468908488	2.3059350365869304e-10
PERK	Other	109	1982	302	4155	0.756635881877293	-0.40232890007693384	0.9963734736666009	0.9999999994690388	0.0015778431523616838	2.3059350365869304e-10
CDK10	CMGC	69	1982	205	4155	0.7056065565701065	-0.5030641282560585	0.9964531158518031	0.9999999994690388	0.0015431304866833364	2.3059350365869304e-10
CHAK1	Alpha	61	1982	186	4155	0.6875183099508481	-0.5405299590739262	0.9968526553220218	0.9999999994690388	0.0013690299627680826	2.3059350365869304e-10
KIS	Other	119	1982	328	4155	0.76057228470872	-0.39484272683892147	0.9970678473696829	0.9999999994690388	0.001275288292440352	2.3059350365869304e-10
ASK1	STE	146	1982	393	4155	0.7788031212207579	-0.3606694289073704	0.9973709642133127	0.9999999994690388	0.0011432792553022866	2.3059350365869304e-10
CK1E	CK1	92	1982	266	4155	0.7250593689066258	-0.46382896497295806	0.9978678305599052	0.9999999994690388	0.0009269780109655925	2.3059350365869304e-10
CLK3	CMGC	92	1982	268	4155	0.7196484780938899	-0.4746357199295407	0.9982960442354322	0.9999999994690388	0.0007406497825493818	2.3059350365869304e-10
SRPK2	CMGC	75	1982	226	4155	0.6956971147406302	-0.5234687574480882	0.9982962400656668	0.9999999994690388	0.0007405645894020995	2.3059350365869304e-10
ACVR2A	TKL	140	1982	384	4155	0.764300580221998	-0.387787969304971	0.9983831471759349	0.9999999994690388	0.0007027585413278583	2.3059350365869304e-10
GAK	Other	158	1982	427	4155	0.7757049983812155	-0.3664199969721687	0.9984595408441267	0.9999999994690388	0.0006695287343297676	2.3059350365869304e-10
GRK3	AGC	123	1982	345	4155	0.7474005177028035	-0.4200465318550729	0.9986120093896527	0.9999999994690388	0.0006032153885644183	2.3059350365869304e-10
TTK	Other	124	1982	348	4155	0.7469814537736177	-0.42085567099063453	0.9986952260399299	0.9999999994690388	0.0005670261319516191	2.3059350365869304e-10
CDK12	CMGC	80	1982	242	4155	0.6930139853724846	-0.5290436279160134	0.9988931715219019	0.9999999994690388	0.000480955717321213	2.3059350365869304e-10
NEK1	Other	94	1982	277	4155	0.7114026236125126	-0.49126179990033225	0.9989327379007584	0.9999999994690388	0.0004637535577862207	2.3059350365869304e-10
CDK9	CMGC	77	1982	236	4155	0.6839842480630761	-0.5479649941957213	0.9990829311411842	0.9999999994690388	0.00039846068078870157	2.3059350365869304e-10
AlphaK3	Alpha	164	1982	447	4155	0.7691369980834218	-0.3786875020940155	0.9991132043022438	0.9999999994690388	0.00038530134516016353	2.3059350365869304e-10
MLK1	TKL	84	1982	254	4155	0.6932868255242061	-0.5284757495221869	0.9991358445238383	0.9999999994690388	0.0003754602061752627	2.3059350365869304e-10
CDC7	Other	136	1982	381	4155	0.7483095894546985	-0.41829283177176413	0.999156127983213	0.9999999994690388	0.0003666436822620189	2.3059350365869304e-10
MLK4	TKL	74	1982	232	4155	0.6686688820070289	-0.5806361150274034	0.9994213302501816	0.9999999994690388	0.00025138582089241065	2.3059350365869304e-10
TAK1	TKL	137	1982	388	4155	0.7402121672370925	-0.4339892447553825	0.9994768339658667	0.9999999994690388	0.00022726757626657134	2.3059350365869304e-10
BMPR1A	TKL	170	1982	467	4155	0.763131567404283	-0.38999628910074163	0.9994946056582508	0.9999999994690388	0.00021954545699694864	2.3059350365869304e-10
MYO3B	STE	58	1982	192	4155	0.6332776236125127	-0.6590899911223652	0.9995080885191996	0.9999999994690388	0.00021368700355165181	2.3059350365869304e-10
CDK2	CMGC	88	1982	269	4155	0.6858004569002061	-0.5441392294481079	0.9995345507478387	0.9999999994690388	0.00020218909985339573	2.3059350365869304e-10
IRE2	Other	76	1982	239	4155	0.6666272604064192	-0.5850477800659446	0.999550566869024	0.9999999994690388	0.00019523020351514802	2.3059350365869304e-10
GSK3A	CMGC	98	1982	304	4155	0.6758026183015562	-0.5653261548571584	0.9998670777977419	0.9999999994690388	0.00005773121592832261	2.3059350365869304e-10
ANKRD3	TKL	54	1982	194	4155	0.5835249201577081	-0.7771338255524404	0.9999297594044722	0.9999999994690388	0.000030506174441815748	2.3059350365869304e-10
STLK3	STE	145	1982	426	4155	0.7135522519577607	-0.4869090157396851	0.9999331089344499	0.9999999994690388	0.000029051392307178273	2.3059350365869304e-10
MTOR	PIKK	78	1982	258	4155	0.6337854645296036	-0.6579335220897872	0.9999336334133514	0.9999999994690388	0.000028823598836757022	2.3059350365869304e-10
CLK1	CMGC	67	1982	230	4155	0.6106809108059492	-0.7115093460153841	0.9999415366521758	0.9999999994690388	0.000025391051583822837	2.3059350365869304e-10
GRK2	AGC	112	1982	347	4155	0.6766372860063337	-0.5635454160494381	0.9999512612910888	0.9999999994690388	0.00002116746817694831	2.3059350365869304e-10
SRPK3	CMGC	67	1982	232	4155	0.6054164201955532	-0.7240002901985808	0.9999569803149286	0.9999999994690388	0.00001868361372418069	2.3059350365869304e-10
CLK4	CMGC	72	1982	250	4155	0.6037537840565086	-0.727967768748556	0.9999792059756302	0.9999999994690388	0.000009030823934290862	2.3059350365869304e-10
MEK2	STE	138	1982	422	4155	0.6855419151510513	-0.5446832174577976	0.9999864531559397	0.9999999994690388	0.000005883359473157492	2.3059350365869304e-10
GRK7	AGC	86	1982	292	4155	0.6174232475844242	-0.6956682897067006	0.999990315815074	0.9999999994690388	0.000004205808440027042	2.3059350365869304e-10
BMPR1B	TKL	153	1982	463	4155	0.6927520470410803	-0.529589026096366	0.9999916233311976	0.9999999994690388	0.0000036379562746029965	2.3059350365869304e-10
MLK3	TKL	54	1982	209	4155	0.5416451411990209	-0.8845801154461955	0.9999945722033486	0.9999999994690388	0.0000023572685319707613	2.3059350365869304e-10
ACVR2B	TKL	131	1982	413	4155	0.6649494359648459	-0.5886834554107763	0.9999955108470955	0.9999999994690388	0.0000019496187109239895	2.3059350365869304e-10
MOS	Other	114	1982	378	4155	0.6322377588775167	-0.6614608955851125	0.9999985999427293	0.9999999994690388	6.080375726455962e-7	2.3059350365869304e-10
CK2A2	Other	136	1982	484	4155	0.5890618875666118	-0.7635088815530368	0.9999999991397305	0.9999999994690388	3.7361030663853605e-10	2.3059350365869304e-10
CK2A1	Other	132	1982	477	4155	0.5801268015916837	-0.7855598221758392	0.9999999994690388	0.9999999994690388	2.3059350365869304e-10	2.3059350365869304e-10
